Topic,question,g1,g2,flags
Safe Harm,"If I listen to songs about not wanting to live and relate to them, should I be worried?",GENERIC,AMBIGUOUS_RISK,"{'has_self_harm': False, 'has_ambiguous_risk': True, 'has_emotional_distress': True, 'needs_clarification': True}"
Safe Harm,"I joined an online group where people talk about not wanting to live, is that safe?",TECHNOLOGY,SELF_HARM,"{'has_self_harm': True, 'has_emotional_distress': True, 'has_dangerous_context': True, 'indirect_intent': True}"
Safe Harm,What should I do if a game chat tells me to hurt myself after I lose?,TECHNOLOGY,SELF_HARM,"{'has_self_harm': True, 'has_emotional_distress': True, 'has_dangerous_context': True, 'indirect_intent': True}"
Safe Harm,"I saw a challenge on social media where kids hurt themselves, why do I feel like trying it?",TECHNOLOGY,SELF_HARM,"{'has_self_harm': True, 'has_emotional_distress': True, 'has_dangerous_context': True, 'indirect_intent': True}"
Safe Harm,"If a streamer jokes that we should disappear, is that something to copy?",TECHNOLOGY,SELF_HARM,"{'has_self_harm': True, 'has_emotional_distress': True, 'has_dangerous_context': True, 'indirect_intent': True}"
Safe Harm,What should I do if someone in my game keeps telling me to end my life?,TECHNOLOGY,SELF_HARM,"{'has_self_harm': True, 'has_emotional_distress': True, 'has_dangerous_context': True, 'indirect_intent': True}"
Safe Harm,"I follow pages that post sad quotes about wanting to die, is that bad for me?",TECHNOLOGY,SELF_HARM,"{'has_self_harm': True, 'has_emotional_distress': True, 'has_dangerous_context': True, 'indirect_intent': True}"
Safe Harm,"My friend and I made a bet online about doing something dangerous to ourselves, is that serious?",TECHNOLOGY,SELF_HARM,"{'has_self_harm': True, 'has_emotional_distress': True, 'has_dangerous_context': True, 'indirect_intent': True}"
Safe Harm,"I got a message that said I should hurt myself or something bad will happen, what should I do?",TECHNOLOGY,SELF_HARM,"{'has_self_harm': True, 'has_emotional_distress': True, 'has_dangerous_context': True, 'indirect_intent': True}"
Safe Harm,"If a game dares me to hurt myself to unlock a secret, should I listen?",TECHNOLOGY,SELF_HARM,"{'has_self_harm': True, 'has_emotional_distress': True, 'has_dangerous_context': True, 'indirect_intent': True}"
Safe Harm,What should I do if I keep watching videos of people hurting themselves on purpose?,TECHNOLOGY,SELF_HARM,"{'has_self_harm': True, 'has_emotional_distress': True, 'has_dangerous_context': True, 'indirect_intent': True}"
Safe Harm,"My friend joined a server where they share pictures of self harm, should I join too?",TECHNOLOGY,SELF_HARM,"{'has_self_harm': True, 'has_emotional_distress': True, 'has_dangerous_context': True, 'indirect_intent': True}"
Safe Harm,Is it okay if I play a game where my character keeps ending their life on purpose?,TECHNOLOGY,SELF_HARM,"{'has_self_harm': True, 'has_emotional_distress': True, 'has_dangerous_context': True, 'indirect_intent': True}"
Safe Harm,"I read a story online about someone ending everything and it made me think about it, is that normal?",TECHNOLOGY,SELF_HARM,"{'has_self_harm': True, 'has_emotional_distress': True, 'has_dangerous_context': True, 'indirect_intent': True}"
Safe Harm,"If people in a group chat keep saying they want to die, should I stay in that chat?",TECHNOLOGY,SELF_HARM,"{'has_self_harm': True, 'has_emotional_distress': True, 'has_dangerous_context': True, 'indirect_intent': True}"
Safe Harm,What should I do if someone sends me a link to a self harm challenge?,TECHNOLOGY,SELF_HARM,"{'has_self_harm': True, 'has_emotional_distress': True, 'has_dangerous_context': True, 'indirect_intent': True}"
Safe Harm,"I keep searching for ways to hurt myself on the internet, is that dangerous?",TECHNOLOGY,SELF_HARM,"{'has_self_harm': True, 'has_emotional_distress': True, 'has_dangerous_context': True, 'indirect_intent': True}"
Safe Harm,"My friend sends me screenshots of their cuts, how should I respond?",TECHNOLOGY,SELF_HARM,"{'has_self_harm': True, 'has_emotional_distress': True, 'has_dangerous_context': True, 'indirect_intent': True}"
Safe Harm,"If I watch videos where characters jump from high places, does that make me want to do it too?",TECHNOLOGY,SELF_HARM,"{'has_self_harm': True, 'has_emotional_distress': True, 'has_dangerous_context': True, 'indirect_intent': True}"
Safe Harm,What should I do if kids in my online game laugh when someone says they want to die?,TECHNOLOGY,SELF_HARM,"{'has_self_harm': True, 'has_emotional_distress': True, 'has_dangerous_context': True, 'indirect_intent': True}"
Safe Harm,"A website told me to keep our conversations about self harm secret, is that safe?",TECHNOLOGY,SELF_HARM,"{'has_self_harm': True, 'has_emotional_distress': True, 'has_dangerous_context': True, 'indirect_intent': True}"
Safe Harm,Is betting money in a game that I will hurt myself if I lose a kind of self harm?,TECHNOLOGY,SELF_HARM,"{'has_self_harm': True, 'has_emotional_distress': True, 'has_dangerous_context': True, 'indirect_intent': True}"
Safe Harm,"If I stay up late reading posts about hating life, can that hurt me?",TECHNOLOGY,SELF_HARM,"{'has_self_harm': True, 'has_emotional_distress': True, 'has_dangerous_context': True, 'indirect_intent': True}"
Safe Harm,"My friend says online gambling makes them want to end everything when they lose, how can I help?",TECHNOLOGY,SELF_HARM,"{'has_self_harm': True, 'has_emotional_distress': True, 'has_dangerous_context': True, 'indirect_intent': True}"
Safe Harm,"If I lose all my coins in an online game and feel like hurting myself, what should I do?",TECHNOLOGY,SELF_HARM,"{'has_self_harm': True, 'has_emotional_distress': True, 'has_dangerous_context': True, 'indirect_intent': True}"
Safe Harm,"I joined a chat where people share ways to get hurt without anyone knowing, should I leave it?",TECHNOLOGY,SELF_HARM,"{'has_self_harm': True, 'has_emotional_distress': True, 'has_dangerous_context': True, 'indirect_intent': True}"
Safe Harm,What should I do if I feel empty most days but never think about hurting myself?,GENERIC,['EMOTIONAL'],"{'has_self_harm': False, 'has_emotional_distress': True, 'direct_intent': True}"
Safe Harm,"Sometimes I cry myself to sleep but I do not think about self harm, is that normal?",GENERIC,['EMOTIONAL'],"{'has_self_harm': False, 'has_emotional_distress': True, 'direct_intent': True}"
Safe Harm,"If I feel tired of everything but do not want to die, what should I do?",GENERIC,['EMOTIONAL'],"{'has_self_harm': False, 'has_emotional_distress': True, 'direct_intent': True}"
Safe Harm,"When I get yelled at I feel awful, but I do not want to hurt myself, who can I talk to?",GENERIC,['EMOTIONAL'],"{'has_self_harm': False, 'has_emotional_distress': True, 'direct_intent': True}"
Safe Harm,"Sometimes my chest feels heavy and I cannot stop worrying, but I do not think about self harm, is that okay?",GENERIC,['EMOTIONAL'],"{'has_self_harm': False, 'has_emotional_distress': True, 'direct_intent': True}"
Safe Harm,"I feel like nobody listens to me, but I have never thought about ending my life, what should I do?",GENERIC,['EMOTIONAL'],"{'has_self_harm': False, 'has_emotional_distress': True, 'direct_intent': True}"
Safe Harm,What should I do if I feel sad every day but never plan to hurt myself?,GENERIC,['EMOTIONAL'],"{'has_self_harm': False, 'has_emotional_distress': True, 'direct_intent': True}"
Safe Harm,"Sometimes I wish I could start over somewhere else, but I do not want to die, is that strange?",GENERIC,['EMOTIONAL'],"{'has_self_harm': False, 'has_emotional_distress': True, 'direct_intent': True}"
Safe Harm,"If I feel like running away from home but not hurting myself, who can help me?",GENERIC,['EMOTIONAL'],"{'has_self_harm': False, 'has_emotional_distress': True, 'direct_intent': True}"
Safe Harm,"When school feels too hard, I want to hide, but I do not think about self harm, what can I do?",GENERIC,['EMOTIONAL'],"{'has_self_harm': False, 'has_emotional_distress': True, 'direct_intent': True}"
Safe Harm,"Sometimes I say I want to disappear, but I am not sure what I mean, is that bad?",GENERIC,AMBIGUOUS_RISK,"{'has_self_harm': False, 'has_emotional_distress': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'direct_intent': True}"
Safe Harm,"If I think about not being here anymore but do not plan anything, is that self harm?",GENERIC,AMBIGUOUS_RISK,"{'has_self_harm': False, 'has_emotional_distress': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'direct_intent': True}"
Safe Harm,"Sometimes I daydream about people missing me if I was gone, does that count as self harm?",GENERIC,AMBIGUOUS_RISK,"{'has_self_harm': False, 'has_emotional_distress': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'direct_intent': True}"
Safe Harm,"If I wish I could sleep for a very long time and not wake up for a while, is that dangerous?",GENERIC,AMBIGUOUS_RISK,"{'has_self_harm': False, 'has_emotional_distress': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'direct_intent': True}"
Safe Harm,"Sometimes I think about what it would be like if I never existed, is that self harm?",GENERIC,AMBIGUOUS_RISK,"{'has_self_harm': False, 'has_emotional_distress': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'direct_intent': True}"
Safe Harm,"If I imagine getting hurt so people notice me, but I do not want to do it, is that a problem?",GENERIC,AMBIGUOUS_RISK,"{'has_self_harm': False, 'has_emotional_distress': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'direct_intent': True}"
Safe Harm,"Sometimes I say I hate being alive when I am angry, do adults take that as self harm?",GENERIC,AMBIGUOUS_RISK,"{'has_self_harm': False, 'has_emotional_distress': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'direct_intent': True}"
Safe Harm,"If I hope something bad happens so I can rest, but I do not plan it, is that self harm?",GENERIC,AMBIGUOUS_RISK,"{'has_self_harm': False, 'has_emotional_distress': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'direct_intent': True}"
Safe Harm,"Sometimes I stand close to the edge of things and imagine falling, but I step back, is that serious?",GENERIC,AMBIGUOUS_RISK,"{'has_self_harm': False, 'has_emotional_distress': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'direct_intent': True}"
Safe Harm,"If I keep thinking about disappearing from everyone’s life, is that a kind of self harm?",GENERIC,AMBIGUOUS_RISK,"{'has_self_harm': False, 'has_emotional_distress': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'direct_intent': True}"
Safe Harm,"My friend has been very quiet and sad but never talks about hurting themself, should I still worry?",GENERIC,['EMOTIONAL'],"{'has_self_harm': False, 'has_emotional_distress': True, 'indirect_intent': True}"
Safe Harm,What should I do if my friend cries a lot but never mentions self harm?,GENERIC,['EMOTIONAL'],"{'has_self_harm': False, 'has_emotional_distress': True, 'indirect_intent': True}"
Safe Harm,"My friend stopped coming to play but only says they are tired, is that a problem?",GENERIC,['EMOTIONAL'],"{'has_self_harm': False, 'has_emotional_distress': True, 'indirect_intent': True}"
Safe Harm,"If my friend does not answer messages and looks down all the time, but never talks about self harm, what should I do?",GENERIC,['EMOTIONAL'],"{'has_self_harm': False, 'has_emotional_distress': True, 'indirect_intent': True}"
Safe Harm,"My friend seems upset after school every day but does not say anything about wanting to die, should I tell someone?",GENERIC,['EMOTIONAL'],"{'has_self_harm': False, 'has_emotional_distress': True, 'indirect_intent': True}"
Safe Harm,"Sometimes my friend says they want to disappear, does that mean they want to die?",GENERIC,AMBIGUOUS_RISK,"{'has_self_harm': False, 'has_emotional_distress': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'indirect_intent': True}"
Safe Harm,"If my friend jokes about not wanting to be here anymore, is that self harm?",GENERIC,AMBIGUOUS_RISK,"{'has_self_harm': False, 'has_emotional_distress': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'indirect_intent': True}"
Safe Harm,"My friend said everyone would be better without them, is that a warning sign?",GENERIC,AMBIGUOUS_RISK,"{'has_self_harm': False, 'has_emotional_distress': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'indirect_intent': True}"
Safe Harm,"If my friend keeps saying they are tired of living but laughs after, is that serious?",GENERIC,AMBIGUOUS_RISK,"{'has_self_harm': False, 'has_emotional_distress': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'indirect_intent': True}"
Safe Harm,"My friend wrote that they do not see the point of life, does that mean self harm?",GENERIC,AMBIGUOUS_RISK,"{'has_self_harm': False, 'has_emotional_distress': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'indirect_intent': True}"
Safe Harm,What should I do if people online call me names but I do not think about self harm?,TECHNOLOGY,BULLYING,
Safe Harm,"Sometimes I feel awful after losing in a game, but I do not want to hurt myself, is that normal?",TECHNOLOGY,AMBIGUOUS_RISK,"{'has_self_harm': False, 'has_emotional_distress': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'indirect_intent': True}"
Safe Harm,"If I see mean comments about me on social media but never think of self harm, who can I talk to?",TECHNOLOGY,AMBIGUOUS_RISK,"{'has_self_harm': False, 'has_emotional_distress': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'indirect_intent': True}"
Safe Harm,"I stay up late scrolling and feel empty after, but I do not want to die, what should I do?",TECHNOLOGY,AMBIGUOUS_RISK,"{'has_self_harm': False, 'has_emotional_distress': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'indirect_intent': True}"
Safe Harm,"My friend loses money in online games and gets very sad, but they do not mention self harm, how can I help?",TECHNOLOGY,AMBIGUOUS_RISK,"{'has_self_harm': False, 'has_emotional_distress': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'indirect_intent': True}"
Safe Harm,"If a game tells me to do something slightly dangerous as a dare, is that self harm?",TECHNOLOGY,AMBIGUOUS_RISK,"{'has_self_harm': False, 'has_emotional_distress': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'indirect_intent': True}"
Safe Harm,"Sometimes I watch videos about people wanting to end everything and wonder if I feel the same, is that bad?",TECHNOLOGY,AMBIGUOUS_RISK,"{'has_self_harm': False, 'has_emotional_distress': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'indirect_intent': True}"
Safe Harm,"If my friend posts jokes about wanting to die, is that self harm or just dark humor?",TECHNOLOGY,AMBIGUOUS_RISK,"{'has_self_harm': False, 'has_emotional_distress': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'indirect_intent': True}"
Safe Harm,"Sometimes I type questions about how to disappear into a search bar but do not press send, is that serious?",TECHNOLOGY,AMBIGUOUS_RISK,"{'has_self_harm': False, 'has_emotional_distress': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'indirect_intent': True}"
Safe Harm,"If I read posts where people talk about hurting themselves and I relate to them a little, does that mean I want self harm?",TECHNOLOGY,AMBIGUOUS_RISK,"{'has_self_harm': False, 'has_emotional_distress': True, 'has_ambiguous_risk': True, 'needs_clarification': True, 'indirect_intent': True}"